,n16S,nCell,Key,nRead,n_genomes,Country,Continent,Biome,Hemisphere,X4.6.diamidino.2.phenylindole.DAPI..Hoechst33342,AcridineOrange.EthidiumBromide,AcridineOrange.SafraninO.PyroninY.SodiumDodecylSulfate.SDS.,Acriflavine,Acriflavine.4.6.diamidino.2.phenylindole.DAPI.,Acriflavine.4.6.diamidino.2.phenylindole.DAPI..EthidiumBromide.Tetraphenylphosphonium.TPP..MethylViologen.BenzylkoniumChloride.BAC.,Acriflavine.4.6.diamidino.2.phenylindole.DAPI..EthidiumBromide.Tetraphenylphosphonium.TPP..SodiumDeoxycholate.SDC..Hoechst33342,Acriflavine.4.6.diamidino.2.phenylindole.DAPI..Hoechst33342.Rhodamine6G.Tetraphenylphosphonium.TPP..EthidiumBromide,Acriflavine.4.6.diamidino.2.phenylindole.DAPI..Hoechst33342.Tetraphenylphosphonium.TPP..MethylViologen.EthidiumBromide.Cetrimide.CTM.,Acriflavine.BenzylkoniumChloride.BAC..Chlorhexidine.EthidiumBromide,Acriflavine.Carbonylcyanide3.chlorophenylhydrazone.CCCP..CrystalViolet.MethylViologen.Plumbagin.SodiumDodecylSulfate.SDS..Tetrachlorosalicylanilide.TCS..Menadione,Acriflavine.EthidiumBromide.MethylViologen.Chlorhexidine,Acriflavine.Phenol.Triclosan.p.xylene.Cyclohexane.Pentane,Aluminium.Al.,Antimony.Sb..Arsenic.As..Glycerol,Arsenic.As.,Arsenic.As..Antimony.Sb.,Arsenic.As..Antimony.Sb..Bismuth.Bi.,Arsenic.As..Menadione,BenzylkoniumChloride.BAC.,BenzylkoniumChloride.BAC..Acriflavine.Rhodamine123.MethylViologen.4.6.diamidino.2.phenylindole.DAPI..AcridineOrange.SodiumDodecylSulfate.SDS..SodiumDeoxycholate.SDC..Synergize.Wex.cide.128,BenzylkoniumChloride.BAC..Acriflavine.Rhodamine6G.CrystalViolet.EthidiumBromide.SodiumDodecylSulfate.SDS..SodiumDeoxycholate.SDC.,BenzylkoniumChloride.BAC..Chlorhexidine,BenzylkoniumChloride.BAC..Chlorhexidine.EthidiumBromide.Rhodamine6G.Acriflavine.Tetraphenylphosphonium.TPP..Hoechst33342.SodiumDodecylSulfate.SDS..SodiumCholate.SodiumDeoxycholate.SDC..SodiumGlycocholate,BenzylkoniumChloride.BAC..Chlorhexidine.Triclosan.SodiumDodecylSulfate.SDS..Acriflavine.Rhodamine6G,BenzylkoniumChloride.BAC..CrystalViolet.Tetraphenylphosphonium.TPP..SodiumDeoxycholate.SDC..SodiumDodecylSulfate.SDS.,BenzylkoniumChloride.BAC..EthidiumBromide.Acriflavine.Rhodamine123.MethylViologen.Tetraphenylphosphonium.TPP..4.6.diamidino.2.phenylindole.DAPI..AcridineOrange.SodiumDodecylSulfate.SDS..SodiumDeoxycholate.SDC..CrystalViolet.Synergize.Wex.cide.128,BenzylkoniumChloride.BAC..EthidiumBromide.Acriflavine.Rhodamine6G,BenzylkoniumChloride.BAC..EthidiumBromide.PyroninY.Rhodamine6G.CrystalViolet.Cetrimide.CTM..CetylpyridiniumChloride.CPC..Dequalinium,Cadmium.Cd.,Cadmium.Cd..Bismuth.Bi..Zinc.Zn..Lead.Pb.,Cadmium.Cd..HydrogenPeroxide.H2O2.,Cadmium.Cd..HydrogenPeroxide.H2O2..Hydrochloricacid.HCl.,Cadmium.Cd..Mercury.Hg.,Cadmium.Cd..Mercury.Hg..Tributyltin.TBT..HydrogenPeroxide.H2O2..Hydrochloricacid.HCl.,Cadmium.Cd..Tributyltin.TBT..HydrogenPeroxide.H2O2.,Cadmium.Cd..Zinc.Zn.,Cadmium.Cd..Zinc.Zn..Cobalt.Co.,Cadmium.Cd..Zinc.Zn..Hydrochloricacid.HCl..Sodiumazide,Cadmium.Cd..Zinc.Zn..Mercury.Hg.,Cadmium.Cd..Zinc.Zn..Nickel.Ni.,Carbonylcyanide3.chlorophenylhydrazone.CCCP.,Carbonylcyanide3.chlorophenylhydrazone.CCCP..Tetrachlorosalicylanilide.TCS.,Cetrimide.CTM.,Cetrimide.CTM..Acriflavine.CrystalViolet.EthidiumBromide.Rhodamine6G.SodiumDeoxycholate.SDC..SodiumDodecylSulfate.SDS.,Cetrimide.CTM..BenzylkoniumChloride.BAC..Hoechst33342.EthidiumBromide.Rhodamine6G.Acriflavine.Tetraphenylphosphonium.TPP..Chlorhexidine.CrystalViolet.Dequalinium.Pentamidine.PyroninY,Cetrimide.CTM..CetylpyridiniumChloride.CPC..Tetraphenylphosphonium.TPP..BenzylkoniumChloride.BAC..EthidiumBromide.SodiumDodecylSulfate.SDS.,Cetyltrimethylammoniumbromide.CTAB.,Chlorhexidine,Chlorhexidine.CetylpyridiniumChloride.CPC..Dequalinium.BenzylkoniumChloride.BAC..Pentamidine.Propamidine.Diaminodiphenylamine,Chromium.Cr.,Chromium.Cr..CetylpyridiniumChloride.CPC..Dodine.2.nitroimidazole,Chromium.Cr..Dodine,Chromium.Cr..Iron.Fe..HydrogenPeroxide.H2O2..2.6.dichloroindophenol,Chromium.Cr..MethylViologen.Menadione,Chromium.Cr..Tellurium.Te..Selenium.Se.,Chromium.Cr..Vanadium.V..Molybdenum.Mo..MethyleneBlue,Cobalt.Co.,Cobalt.Co..Cadmium.Cd..Nickel.Ni.,Cobalt.Co..Magnesium.Mg.,Cobalt.Co..Nickel.Ni.,Cobalt.Co..Nickel.Ni..Iron.Fe.,Copper.Cu.,Copper.Cu..Cobalt.Co.,Copper.Cu..Cobalt.Co..SodiumChenodeoxycholate.SodiumDeoxycholate.SodiumCholate.SodiumTaurocholate.SodiumDodecylSulfate.SDS..EthidiumBromide.Acridineorange,Copper.Cu..Gold.Au.,Copper.Cu..Hydrochloricacid.HCl.,Copper.Cu..HydrogenPeroxide.H2O2.,Copper.Cu..Nickel.Ni..Zinc.Zn.,Copper.Cu..Silver.Ag.,Copper.Cu..Sodiumacetate,Copper.Cu..Zinc.Zn.,Copper.Cu..Zinc.Zn..Hydrochloricacid.HCl.,Copper.Cu..Zinc.Zn..Tungsten.W..SodiumDeoxycholate.SDC.,Cyclohexane.DiphenylEther.n.hexane,EthidiumBromide,EthidiumBromide.4.6.diamidino.2.phenylindole.DAPI..Hoechst33342.Acriflavine,EthidiumBromide.Acriflavine,EthidiumBromide.Acriflavine.PyroninY.SafraninO,EthidiumBromide.Acriflavine.SodiumDodecylSulfate.SDS..TritonX.100.Tween20.Empigen.SodiumCholate.SodiumGlycocholate.SodiumTaurocholate.SodiumDeoxycholate.SDC..SodiumChenodeoxycholate,EthidiumBromide.CrystalViolet.SodiumDodecylSulfate.SDS.,EthidiumBromide.Rhodamine6G,EthidiumBromide.Rhodamine6G.4.6.diamidino.2.phenylindole.DAPI..Tetraphenylphosphonium.TPP..AcridineOrange,EthidiumBromide.Rhodamine6G.AcridineOrange,EthidiumBromide.Rhodamine6G.Tetraphenylphosphonium.TPP..4.6.diamidino.2.phenylindole.DAPI.,EthidiumBromide.SodiumDodecylSulfate.SDS..SodiumCholate.SodiumDeoxycholate.SDC..SodiumGlycocholate.Acriflavine,Gold.Au.,HydrochloricAcid.HCl..HydrogenPeroxide.H2O2.,Hydrochloricacid.HCl.,Hydrochloricacid.HCl..Rhodamine6G.SodiumDodecylSulfate.SDS.,Hydrochloricacid.HCl..Sodiumhydroxide.NaOH.,HydrogenPeroxide.H2O2.,HydrogenPeroxide.H2O2..BenzylkoniumChloride.BAC..Chlorhexidine,HydrogenPeroxide.H2O2..Carbonylcyanide3.chlorophenylhydrazone.CCCP..BenzylkoniumChloride.BAC..Chlorhexidine.SodiumNitrite.NaNo2.,HydrogenPeroxide.H2O2..SodiumDeoxycholate.SDC..Acriflavine.Rhodamine6G.EthidiumBromide.SodiumDodecylSulfate.SDS.,Iron.Fe.,Iron.Fe..Cobalt.Co..Nickel.Ni..Gallium.Ga.,Iron.Fe..Copper.Cu..Manganese.Mn.,Iron.Fe..Gallium.Ga.,Iron.Fe..HydrogenPeroxide.H2O2.,Iron.Fe..HydrogenPeroxide.H2O2..Plumbagin,Iron.Fe..Manganese.Mn.,Iron.Fe..Nickel.Ni.,Iron.Fe..Zinc.Zn..Cobalt.Co..Cadmium.Cd..Nickel.Ni.,Lead.Pb.,Lead.Pb..Cadmium.Cd..Zinc.Zn.,Magnesium.Mg..Cobalt.Co..Nickel.Ni..Manganese.Mn.,Manganese.Mn..Cadmium.Cd.,Manganese.Mn..Iron.Fe..Cadmium.Cd..Cobalt.Co..Zinc.Zn.,Manganese.Mn..Iron.Fe..Cobalt.Co..Zinc.Zn..Nickel.Ni..Copper.Cu..Cadmium.Cd..Gallium.Ga.,Manganese.Mn..Iron.Fe..HydrogenPeroxide.H2O2.,Manganese.Mn..Magnesium.Mg.,Manganese.Mn..Magnesium.Mg..MethylViologen.HydrogenPeroxide.H2O2.,Manganese.Mn..Zinc.Zn.,Mercury.Hg.,Mercury.Hg..Fluoresceinmercuricacetate.p.chloro.mercuribenzoicacid.PhenylmercuryAcetate,Mercury.Hg..Fluoresceinmercuricacetate.p.chloro.mercuribenzoicacid.PhenylmercuryAcetate.Thimerosal.Methylmercurychloride.Ethylmercurychloride,Mercury.Hg..PhenylmercuryAcetate,Mercury.Hg..PhenylmercuryAcetate.MethylmercuryAcetate,MethylViologen,MethylViologen.Tetraphenylphosphonium.TPP..Hoechst33342.EthidiumBromide.Cetrimide.CTM..BenzylkoniumChloride.BAC..Acriflavine,Molybdenum.Mo..Tungsten.W..Vanadium.V.,Nickel.Ni.,Nickel.Ni..Cadmium.Cd..Lead.Pb.,Nickel.Ni..Cadmium.Cd..Zinc.Zn..Cobalt.Co.,Nickel.Ni..Cobalt.Co.,Nickel.Ni..Cobalt.Co..Cadmium.Cd.,Nickel.Ni..Cobalt.Co..Zinc.Zn.,Nickel.Ni..Zinc.Zn.,Palmiticacid,PhenylmercuryAcetate.Carbonylcyanide3.chlorophenylhydrazone.CCCP..Oleicacid.Linoleicacid.Palmiticacid.TritonX.100,PyroninY.SodiumDodecylSulfate.SDS..Acriflavine.BenzylkoniumChloride.BAC..Chlorhexidine.4.6.diamidino.2.phenylindole.DAPI..SodiumDeoxycholate.SDC..EthidiumBromide.MethylViologen.Tetraphenylphosphonium.TPP..Rhodamine123.Synergise.Wex.cide.128.,PyroninY.SodiumDodecylSulfate.SDS..Acriflavine.BenzylkoniumChloride.BAC..Chlorhexidine.4.6.diamidino.2.phenylindole.DAPI..SodiumDeoxycholate.SDC..EthidiumBromide.MethylViologen.Tetraphenylphosphonium.TPP..Rhodamine123.Synergize.Wex.cide.128,Rhodamine6G.Tetraphenylphosphonium.TPP..EthidiumBromide.SodiumCholate.SodiumDeoxycholate.SDC.,SafraninO.AcridineOrange.PyroninY.SodiumDodecylSulfate.SDS.,Selenium.Se..HydrogenPeroxide.H2O2.,Silver.Ag.,Silver.Ag..Mercury.Hg..Cadmium.Cd..Cyclohexane.Pentane.n.hexane.DiphenylEther,SodiumDeoxycholate.SDC.,SodiumDeoxycholate.SDC..EthidiumBromide.CrystalViolet,SodiumDeoxycholate.SDC..Hydrochloricacid.HCl.,SodiumDeoxycholate.SDC..SodiumDodecylSulfate.SDS.,SodiumDeoxycholate.SDC..SodiumDodecylSulfate.SDS..Spermidine,SodiumDodecylSulfate.SDS..Carbonylcyanide3.chlorophenylhydrazone.CCCP..Acriflavine,SodiumDodecylSulfate.SDS..EthidiumBromide,SodiumDodecylSulfate.SDS..EthidiumBromide.SafraninO.AcridineOrange,SodiumDodecylSulfate.SDS..EthidiumBromide.n.hexane.Chlorhexidine.BenzylkoniumChloride.BAC.,SodiumDodecylSulfate.SDS..SodiumCholate.SodiumDeoxycholate.SDC..SodiumGlycocholate,SodiumDodecylSulfate.SDS..SodiumCholate.SodiumDeoxycholate.SDC..SodiumGlycocholate.EthidiumBromide.BenzylkoniumChloride.BAC..Chlorhexidine,SodiumDodecylSulfate.SDS..SodiumCholate.SodiumDeoxycholate.SDC..SodiumGlycocholate.EthidiumBromide.BenzylkoniumChloride.BAC..Chlorhexidine.Acriflavine.Tetraphenylphosphonium.TPP.,SodiumDodecylSulfate.SDS..SodiumDeoxycholate.SDC.,SodiumDodecylSulfate.SDS..SodiumDeoxycholate.SDC..BenzylkoniumChloride.BAC..Chlorhexidine.Triclosan.MethylViologen.HydrogenPeroxide.H2O2.,SodiumDodecylSulfate.SDS..TritonX.100,SodiumGlycocholate.SodiumTaurocholate.SodiumDeoxycholate.SDC..SodiumCholate.SodiumDodecylSulfate.SDS.,SodiumGlycocholate.SodiumTaurocholate.SodiumDeoxycholate.SDC..SodiumCholate.SodiumDodecylSulfate.SDS..Rhodamine6G.BenzylkoniumChloride.BAC..Chlorhexidine.EthidiumBromide.Acriflavine.Tetraphenylphosphonium.TPP..Hoechst33342,SodiumGlycocholate.Sodiumacetate,Sodiumacetate,Spermidine,Spermidine.Spermine,Tellurium.Te.,Tellurium.Te..Copper.Cu.,Tellurium.Te..Proflavin,Tellurium.Te..Proflavin.Tetraphenylphosphonium.TPP..EthidiumBromide.CrystalViolet.Dequalinium.MethylViologen,Tetraphenylphosphonium.TPP..Acriflavine.EthidiumBromide.SafraninO.PyroninY,Tetraphenylphosphonium.TPP..EthidiumBromide.Rhodamine6G.SodiumDodecylSulfate.SDS.,Toluene.Styrene,Toluene.Styrene.m.xylene.Ethylbenzene.Propylbenzene,Toluene.n.hexane,Tributyltin.TBT..n.hexane,Triclosan,Triclosan.Acriflavine.Rhodamine6G.CrystalViolet.EthidiumBromide.Proflavin.SodiumDodecylSulfate.SDS.,Triclosan.n.hexane.p.xylene,TritonX.100,TritonX.100.CrystalViolet,TritonX.100.SodiumCholate.SodiumDeoxycholate.SDC.,Tungsten.W.,Tungsten.W..Molybdenum.Mo.,Vanadium.V..Triclosan,Zinc.Zn.,Zinc.Zn..Cadmium.Cd.,Zinc.Zn..Cyclohexane,Zinc.Zn..Iron.Fe..Cobalt.Co..Nickel.Ni..Copper.Cu..Cadmium.Cd.,Zinc.Zn..Lead.Pb.,Zinc.Zn..Manganese.Mn..Iron.Fe.,Zinc.Zn..Tellurium.Te.,Zinc.Zn..Tungsten.W..SodiumDeoxycholate.SDC.,aminoglycoside,bacitracin,beta_lactam,bicyclomycin,bleomycin,chloramphenicol,defensin,factumycin,florfenicol,fosfomycin,fusidic_acid,macrolide.lincosamide.streptogramin,multidrug,mupirocin,n.hexane,n.hexane.Toluene.Dimethylphthalate,n.hexane.Toluene.Dimethylphthalate.Styrene.m.xylene.Ethylbenzene.Propylbenzene,novobiocin,other_peptide_antibiotics,pleuromutilin_tiamulin,polymyxin,puromycin,quinolone,rifamycin,streptothricin,sulfonamide,tetracenomycin_C,tetracycline,trimethoprim,tunicamycin,vancomycin,Shannon_Diversity,Simpson_Diversity
1,980.4280408,415.5709671,5542,4746865,19,United States,North America,Marine,Northern and Western,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-10,0,0,1.09E-09,0,0,0,1.73E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-10,1.92E-09,0,0,0,0,0,0,0,0,0,3.68E-10,0,1.42E-09,1.29E-09,0,0,1.01E-10,4.24E-09,0,0,0,0,1.58E-11,0,1.54E-09,0,0,1.83E-09,0,0,0,6.42E-11,9.58E-11,5.82E-12,0,0,0,0,0,4.83E-11,0,0,0,0,2.81E-10,0,2.23E-09,7.30E-12,0,0,2.53E-11,0,3.28E-09,1.73E-10,0,0,0,4.21E-09,0,0,0,0,0,2.79E-11,0,0,9.01E-11,0,0,0,0,0,2.23E-09,0,0,0,8.88E-09,0,0,1.88E-11,0,0,0,3.03E-11,0,0,0,0,2.69E-11,3.41E-10,0,0,0,1.42E-11,0,0,0,3.68E-10,2.33E-10,0,5.53E-12,0,0,0,0,0,0,0,7.67E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-11,0,2.08E-10,0,0,4.21E-12,0,7.36E-11,0,6.85E-11,0,6.47E-12,1.23E-10,0,0,0,0,0,0,0,1.80E-10,1.57E-11,0,0,0,0,0,0,0,0,0,5.70E-10,5.06E-11,0,0,8.58E-11,0,0,0,1.53E-09,0,0,0,0,7.69E-10,0,2.53E-11,0,0,0,3.12009391,0.932993885
2,583.2307684,338.5415514,5692,6306408,98,United States,North America,Estuary,Northern and Western,6.82E-05,0,0,0,0,0,0,0,0,0,0,0,3.13E-11,0,0,2.64E-09,2.26E-10,0,3.53E-11,4.29E-11,0,0,0,0,0,0,0,0,0,0,1.09E-10,0,0,0,0,0,0,1.26E-10,3.42E-10,0,0,0,0,0,0,0,0,0,0,0,2.04E-09,4.03E-10,0,0,2.49E-10,2.69E-09,0,0,0,9.42E-12,5.95E-11,0,4.06E-09,0,0,2.94E-10,0,0,0,3.00E-10,9.17E-11,0,0,3.32E-11,0,0,0,0,0,0,0,0,1.74E-10,0,5.47E-10,0,0,0,0,0,5.27E-10,4.29E-11,5.66E-11,0,1.22E-10,2.91E-09,0,0,0,7.52E-11,0,1.77E-10,4.48E-11,0,2.02E-10,3.61E-11,0,0,3.63E-11,0,1.72E-10,5.53E-11,0,0,4.18E-09,0,0,0,0,8.93E-11,0,0,2.60E-10,0,6.56E-11,0,0,7.43E-10,0,0,0,2.20E-11,0,0,2.81E-10,0,5.01E-11,0,0,0,1.93E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-10,7.34E-11,0,0,0,0,0,0,0,0,0,0,0,2.27E-11,0,4.08E-10,0,0,3.35E-11,0,0,0,0,1.64E-11,8.30E-11,4.77E-11,0,0,0,0,2.09E-11,0,2.49E-10,1.89E-09,3.74E-09,0,0,0,0,0,0,0,0,7.17E-11,7.43E-10,2.69E-11,0,0,1.22E-11,1.19E-11,3.17E-11,0,4.10E-10,0,0,0,0,0,0,8.56E-11,0,0,0,3.446093982,0.944875592
3,23272.1394,12799.84906,11978,199790265,11,Canada,North America,Freshwater,Northern and Western,1.48E-05,0,0.000110045,8.67E-05,6.80E-14,8.38E-14,0,0,0,1.93E-14,7.52E-14,0,2.24E-12,3.22E-12,1.23E-13,1.59E-10,5.17E-11,0,8.11E-12,3.49E-12,0,8.96E-14,1.21E-14,0,1.71E-14,0,0,0,0,3.79E-13,0,0,0,0,0,0,2.45E-13,1.91E-10,1.99E-12,0,3.66E-14,0,9.42E-14,0,0,5.44E-13,9.33E-14,2.39E-13,1.19E-12,0,8.86E-11,1.02E-11,0,2.73E-13,1.10E-11,9.40E-11,1.33E-13,1.87E-13,3.56E-12,1.10E-11,4.32E-11,7.60E-14,7.23E-10,0,2.12E-14,1.43E-11,0,0,0,2.60E-11,3.86E-12,8.10E-13,0,1.45E-13,0,1.94E-12,0,3.22E-13,0,0,1.18E-12,1.09E-14,8.18E-12,0,1.16E-11,4.59E-15,3.72E-12,0,2.22E-13,0,1.25E-11,3.63E-12,1.79E-13,0,0,8.92E-12,0,0,5.69E-14,8.91E-12,6.47E-13,5.13E-13,5.20E-14,0,8.37E-11,1.59E-14,5.35E-14,0,0,1.22E-13,2.97E-12,0,0,1.57E-13,3.97E-10,0,0,3.78E-11,1.77E-12,1.16E-13,0,7.08E-13,1.37E-11,0,8.63E-13,0,1.33E-11,6.36E-11,1.51E-12,0,1.57E-14,2.00E-12,0,8.85E-14,0,1.21E-12,3.40E-11,0,1.21E-12,1.15E-12,5.43E-12,4.13E-14,0,0,0,4.28E-14,2.89E-13,0,0,0,2.28E-13,0,1.22E-14,6.65E-15,1.39E-14,1.37E-11,0,0,0,6.11E-12,5.04E-14,0,0,0,0,1.12E-14,1.24E-14,4.64E-13,2.21E-13,1.66E-12,0,4.29E-12,2.77E-13,0,0,1.76E-13,4.24E-13,3.07E-13,5.79E-12,4.23E-11,0,0,1.32E-14,1.24E-13,1.19E-14,1.85E-13,1.50E-12,1.54E-10,2.76E-12,1.24E-14,0,2.34E-13,0,0,4.35E-14,1.25E-13,0,1.16E-12,3.44E-12,2.37E-13,0,4.02E-13,7.31E-13,3.28E-13,0,5.35E-13,1.94E-11,0,3.05E-13,1.37E-12,0,4.07E-12,0,9.63E-13,3.31E-13,0,1.69E-14,3.734926124,0.956173663
4,1421.674624,1465.790771,12755,39026371,6,Saudi Arabia,Asia,Freshwater,Northern and Eastern,0,0,2.51E-05,0,0,0,0,0,0,0,0,0,4.31E-12,0,0,2.34E-09,3.67E-10,0,3.52E-11,7.66E-11,0,8.00E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-10,3.81E-10,0,9.54E-13,0,1.74E-12,0,0,1.40E-12,0,5.43E-12,1.95E-11,0,1.11E-09,3.33E-10,0,1.65E-11,2.53E-10,1.18E-09,2.39E-12,6.26E-12,9.92E-12,5.69E-12,5.54E-11,3.34E-12,1.66E-09,0,3.12E-12,7.14E-12,0,0,0,2.15E-10,8.67E-12,3.29E-12,0,0,0,7.94E-12,0,1.76E-12,0,0,8.11E-12,8.45E-13,1.60E-10,0,2.25E-10,1.28E-12,0,0,7.87E-12,0,1.31E-10,7.66E-11,3.49E-12,0,0,4.26E-10,0,0,5.48E-12,3.46E-10,0,2.57E-10,8.00E-12,0,1.45E-10,0,6.98E-12,0,0,0,2.57E-11,0,0,0,4.49E-10,3.78E-12,0,2.26E-11,3.00E-11,0,0,0,1.54E-11,0,6.22E-12,0,1.98E-11,1.71E-10,0,0,0,2.20E-12,0,0,0,3.59E-11,7.74E-10,0,3.37E-11,1.08E-10,4.87E-11,0,0,0,0,0,9.88E-12,4.19E-13,0,0,5.77E-13,0,5.21E-13,6.72E-12,1.88E-12,9.20E-10,0,0,0,1.78E-10,0,0,0,0,0,0,0,7.71E-13,0,1.37E-10,0,0,2.34E-12,0,6.08E-13,0,2.44E-11,4.48E-11,1.26E-10,2.26E-10,0,0,0,6.37E-12,0,3.15E-12,1.48E-11,9.53E-10,2.23E-11,0,0,9.36E-12,0,0,0,4.06E-12,0,4.99E-12,9.30E-11,1.31E-11,0,9.44E-13,1.77E-12,2.69E-11,0,6.34E-12,5.39E-11,0,3.02E-11,2.23E-11,0,4.68E-11,0,3.11E-11,1.64E-10,0,1.61E-12,3.810818636,0.961084935
5,36931.8692,18184.47983,12943,866549207,62,United States,North America,Freshwater,Northern and Western,0.000729763,4.01E-07,0.001321639,0.000650668,7.72E-14,9.60E-14,3.90E-15,0,4.80E-14,5.18E-15,2.09E-13,5.89E-14,1.38E-12,4.96E-13,7.17E-13,8.46E-11,2.52E-11,7.62E-13,1.22E-11,2.53E-11,1.39E-14,2.71E-13,5.95E-13,2.63E-15,3.24E-14,2.12E-15,1.46E-15,1.41E-13,4.38E-11,6.90E-13,3.74E-14,1.88E-13,1.81E-13,1.74E-13,6.81E-15,3.77E-13,7.75E-13,2.98E-11,9.14E-12,4.18E-13,2.05E-13,2.94E-13,9.60E-13,1.76E-12,1.16E-14,1.60E-12,1.34E-12,7.06E-13,1.18E-11,0,7.79E-11,3.64E-11,1.02E-12,2.48E-12,9.01E-12,6.37E-11,5.69E-13,4.27E-13,1.43E-12,6.30E-12,1.82E-11,6.36E-13,1.76E-10,1.93E-13,2.12E-13,5.30E-12,1.44E-12,1.45E-13,1.60E-13,3.07E-11,2.84E-12,8.62E-13,7.03E-14,2.98E-13,4.71E-13,1.07E-12,3.87E-15,4.78E-13,0,6.39E-15,1.58E-12,7.42E-14,9.68E-12,0,9.20E-12,4.31E-13,1.28E-12,6.70E-14,2.75E-12,1.82E-13,1.47E-11,2.61E-11,5.18E-12,3.53E-13,8.85E-13,3.12E-11,1.26E-14,3.30E-15,6.68E-13,3.19E-11,6.53E-12,3.85E-12,5.02E-13,3.03E-13,2.14E-11,1.21E-12,1.65E-12,1.37E-15,6.14E-13,3.01E-14,4.02E-12,4.34E-13,2.59E-13,1.53E-12,6.54E-10,1.58E-13,0,5.89E-11,4.76E-12,1.49E-12,5.52E-14,3.59E-13,7.20E-12,1.33E-13,1.95E-12,5.89E-12,4.52E-12,1.81E-11,4.71E-12,1.48E-13,2.60E-13,2.50E-13,1.87E-14,2.35E-13,9.78E-14,1.28E-11,4.75E-11,3.33E-13,6.37E-12,3.07E-12,4.94E-12,5.31E-13,8.34E-14,3.19E-14,2.16E-15,3.91E-13,6.42E-13,6.21E-14,7.38E-14,1.92E-13,5.65E-13,2.59E-13,1.02E-12,7.07E-14,7.52E-13,1.28E-11,4.13E-13,9.47E-14,0,6.41E-12,1.26E-13,2.35E-13,1.78E-13,4.67E-13,0,7.64E-14,1.87E-14,3.23E-13,1.55E-13,1.50E-11,1.06E-12,8.53E-13,5.73E-13,1.68E-13,1.87E-13,3.25E-13,6.17E-12,5.58E-13,1.29E-11,1.50E-11,2.99E-13,3.54E-13,1.21E-13,1.60E-12,1.01E-12,6.12E-13,9.15E-11,7.60E-11,3.11E-11,8.93E-15,3.00E-13,1.81E-12,5.96E-15,5.22E-15,3.63E-13,1.20E-12,0,1.44E-11,5.82E-11,2.37E-12,3.94E-13,4.61E-13,1.21E-12,2.25E-12,6.54E-13,1.28E-13,1.96E-11,3.05E-15,3.33E-12,8.97E-12,4.53E-14,1.22E-10,1.11E-15,1.79E-11,8.66E-12,0,4.75E-13,4.588354725,0.977106637
